flightNumber,productId,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
3581,eJyMkl+L4jAUxb+KXF9vZm5ME9u8NYNTlg4dqS3OIiL9E5fuuDq0ujCI+exLVmHHt30958fJyUnOUIGGbJHirMyxMMiRkHBe4ms2W8bfMX55wWPffQybodrZAZczg1JJQKhBr1Zg8hKzeI4TmghGilFUkNJEmuhOC7WQXisMChlyfOaImJplggjrNUIDenWG+nB47/Y/nnbVMICGZw4I++H9ofHC63Zh+99dY0FDam7OtuqtqYZueDq0V2OZfLEWdrdL7SdoIJcaN3JvwnnETSQn58hx595u/M/Dqd/bzyvuu5OiaFQY33dk8jKL5/fkv/DCOE+5kXMmLx2pR4oefcTo7xgui+d3ol/DuVtaX7df79qfdjY7/apt72tITnBZI3iEtJR1FXAhWRAGkgXb1rKqJcXUtI6mSjTKhqH+qPpjd+wOe1Y3NW8azhnJmlgwDRWrZSSZaqeTqG1FGEQKECzoM5g4SeJk5n/D68bEyeZb9gQXhC1oyGeL8qUY/8/p4+ujC0aRpkjLUAvxEAg1zhbp2OQl8yte/gQAAP//6dKs6Q==,BRU,Brussel,BEL,2023-06-09,06:00,NAP,Napels,ITA,2023-06-09,08:35,179.99,179.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,eJyMkt+K4jAYxV9FPm+/zCRNE9vcJYNTFkuV2uIsItI/cemOq0OrC4OYZ1+yCjve7e05P05OTnKBChRkyxlOyxwLgwwpUlyUOM+mK/0ddZriqe8+hu1Q7e2Aq6lBIQUg1KDWazB5iZleYEADTqgkLCioVJQqSh+0SHHhtcIgFxHDV4aIqV4liLDZIDSg1heoj8f37vDjZV8NAyh4ZYBwGN6fGi/Md0vb/+4aCwpSfXd2VW9NNXTDy7G9Gavki7W0+/3MfoIC6lLtRu6NO4+4QDDqHHXMubc7//N47g/284b77lSyYFQY33dk8jLTi0fyX3hhnKfcyDmTl47KZxY8+4jR3zFcphcPol/DuXtaX7df79qf9zY7/6pt72sIRuG6QfAIU0LUVci4IGEUChLuWkuqlkoiJ3U8kbyRNorUR9WfulN3PJC6qVnTMEaoqCkJJ5EktYgFke0kiNuWR2EsAcGCuoDRSaKTqf8N863RyfZb9gJXhB0oyKfLMi3G/3P6+PbonNBY0ViJSHH+FHI5zpazsclL4le8/gkAAP//vHqszA==,BRU,Brussel,BEL,2023-06-12,06:00,NAP,Napels,ITA,2023-06-12,08:35,204.99,204.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,eJyMkm+L4j4Qx9+KjE8nu5P+2zbPGnHLj2pbaov7Q0Ramx699XRp9WAR89qPrMIpx8E9/c4nn0wmc4YKBCSLGKdljoVEjoSEWYlpMl2G/2M4m+Gx7z6GzVDt1IDLqUTXcwGhBrFagcxLTMIMLbJsRh6joCBPEAmih8wXtmuyQqLt+hxfOSLGchkhAoIxZPP04UTwp4WTsOhvlvUaYQtidYb6cHjv9t8mu2oYQMArB4T98P60NUHaLlT/s9sqEBDLW6WteiWroRsmh+ZaWEZ3pYXa7WL1CQJIx1KP9JutDaItl5PWpLnWbzf+++HU79XnFTe9k0fBqJCm35HMy2yePpK/5YXUhtIjrWVeavKeKXg2itHXSHU2T+/Dr2noJMz0TdjXzf1z+9NOJacftepNJy4nuKwRDMJF0zht1bqKNS7ZzHmpPFbVjs2cNqj9uiHbrQLxUfXH7tgd9oxbre85jsWsdvvCnEAFzLe5xxxqWouocS1HAYICcQYZRlEYTc1apRsZRpv/kglcEFoQkE8X5awY/8vt4+u/28wsQiBcXzj0xH1/nCziscxLZgZ5+RUAAP//2dO+IA==,BRU,Brussel,BEL,2023-06-09,06:00,PMO,Napels,ITA,2023-06-09,08:35,179.99,179.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,eJyMkt1q4zwQhm8lTE5H7Uj+qa0zqyTm649tHJv0I4Rgx/LibTYpdrJQQnTti5rAJiwLe/rOo0ej0RyhAgnJ7BknZY6FQo6EhFmJaTKZR/9j9PKC+777GFZDtdEDzicKPd8DhBrkYgEqLzGJMhQkHEY+46IgXxJJopsskI5ns0Kh4wUcpxwRn6bzGBEQrCF7TW9OhH9aOElBf7MslwhrkIsj1Lvde7f99riphgEkTDkgbIf3u7UN0nam+5/dWoOEp+ml0la9VtXQDY+75lyYx1elmd5snvUnSCDzNDUj8+YYixjhcTKGDDfm7cJ/3x36rf4847Z38rkYFcr2O1J5mb2mt+RveaGMpczIGJWXhvx7Lu6tYvQ1UpO9ptfh1zRMEmXmIuzr5vq5/WGjk8OPWve2E48TnJYIFiHZNG5btZ5mjUcOcx8qn1W16zC3DeugbsjxqlB+VP2+23e7LeOiDXzXFUy06wfmhjpkgcN95lLTCqLGE64GBA3yCCqK4yie2LVKVyqKV/8lj3BCaEFCPpmVL8X4X24fn//dYXYRQukF0qU7HgTjZPY8VnnJ7CBPvwIAAP//rfm+Bw==,BRU,Brussel,BEL,2023-06-12,06:00,PMO,Napels,ITA,2023-06-12,08:35,169.99,169.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,eJyMklFv2jAUhf8Kurxet9dJ7CV+iyOI1lZkCkR0Qgg5wZmyMqgSmFQh/NsnD6SVt72e8+nckxOfwYCC2fwZJ1WJC40cCQm/VVjMJsv0O6YvL3jsu/dhM5idHXA50SikAIQa1GoFuqxwmhYYUBAykoziBUkVkCK602IVCq/5E0nEccoR8Slb5oiwXiM0oFZnqA+Ht27/I9uZYQAFUw4I++HtofFC0c5t/7trLCh4ym5Oa3qrzdAN2WF7NZb5J2tud7tn+wEKyD1lbuReQ+cRFwhOzpHjzr3e+J+HU7+3H1fcdydJ8Wihfd+RLqtpWtyT/8IX2nnKjZzTZeVIPlL86CNGf8dw07S4E/0azt3S+nr7+Vv7087OTr9q2/saghNc1gge4YpCyaPEChYL07CoTQJmeMJZUNd1HBnDQ2HVu+mP3bE77Bk1JAIRh0wEYcCiQDSsbhvJjNy2iZEm/NJYQLCgzqDTPE/ziX8NxUan+ebrLIMLQgsKysm8elmM/+f6+PrTQ0aJokSJWEXyIUzkeDZ/HuuyYn7Fy58AAAD//9WMrUI=,BRU,Brussel,BEL,2023-06-08,06:20,FAO,Faro,PRT,2023-06-08,08:35,154.99,154.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,eJyMklGL4jAUhf+KXF9vZm7apmPzloiWVbFLtTiLiKQ1Xbrj6tDqwiDmty9ZhR3f5vWcj3NPT3MBAxLmiymOihyXGjkSEn4vMJuPVuoHqtkMT23z3m07s7cdrkYaRSwAoQS5XoPOCxyrDAMKQkYx43zJIylIEj1oL5KE1/yJJOI45og4UasUETYbhArk+gLl8fjWHH4O96brQMKYA8Khe3uqvJDVC9v+aSoLEibq7tSmtdp0TTc87m7GKv1kLex+P7UfIIHcRLmeew2dR1wgODlHjjv3eud/Hc/twX7ccN+dYs57S+379nRejFX2SP4PX2rnKddzTueFo/iZ82cf0fs3hhur7EH0azh3T2vL3edvbc97Oz//Lm3rawhOcN0geIQkhTGPEivYQJiKRXUSMMMTzoKyLAeRMTwUVr6b9tScmuOBUUUiEIOQiSAMWBSIipV1FTMT7+rExCZ8qSwgWJAX0CpNVTryryHbapVuv82HcEWoQUI+WhSzZf8r1/u3nx4ySiQlUgxkFD+FSdyfL6Z9nRfMr3j9GwAA//+TFa0X,BRU,Brussel,BEL,2023-06-11,14:50,FAO,Faro,PRT,2023-06-11,17:05,144.99,144.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,eJyMklFvokAUhf+Kub7eae8gMDBvQCjdSGRTMHZjjGFk2LB1pQHdpDHOb99MNdn6tq/nfDn3cJgz1CBhUc4xXb5gFSNHQsLvSywW6Sr6gVGe43Ho3sftWO/1iKs0Rs/3AEGBXK+hKCuM8gQdcmaMfEaiIl8SSaI7LZDep2ZPcMHxiSPic7rKEGGzQdiBXJ9B9f1bd/iZ7OtxBAlPHBAO49vDzgpFW+rhT7fTIOE5vTltPei4Hrsx6Zurscq+WKXe7+f6AySQeU7NxLzOjEWM43Eyhgw35vXG/+pPw0F/XHHbnXwSkyq2fSdFWUV5ck/+C69iYykzMaYoK0P+I4lHGzH5HMNEeXIn2jWMuaUNqvn6rcNprxen30oPtobHCS4bBIuQFKJVXsCJ+W7gMtdvOFOh2jGnqWtBbciDnZDv9XDsjl1/YLXwfSU8zrTLiblN2DLl6JCpwHHDZlb7op0BggZ5hjjKsihL7WsotnGUbb8tErggtCDhJS2XeTX9n+vT60+fMQolhdILpOc8uOF0Uc6nRVkxO+LlbwAAAP//L26tEQ==,OST,Brugge-Oostende,BEL,2023-06-07,06:00,ALC,Alicante,ESP,2023-06-07,08:50,104.99,104.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,eJyMkt+K4kwUxF9FjrenZ07H/O27dND4YdCPaHAWEek2nSU7rg6JLgxiP/vSq7Dj3d5W/ahTqfQVFAiYL2c4rkpcSeRISPh/hYv5eJ1+w7Qo8Ny1H/2uVwfT43osMQgDQNAgNhuQZYVpkaFH3ohRyChaUSgoEERPWiwCcpo7wTnHCUfE6WSdI8J2i7AHsbmCPp3e2+P37KD6HgRMOCAc+/eXvRMWzdJ0v9q9AQHTycNpVGek6ts+O9V3Y51/sZbmcJiZTxBAdjqxA/s2sg6xXsDJWrLc2rcH/+N06Y7m84677hRSNFhJ13cgyyotsmfyb/hKWkfZgbWyrCyFrxS9uojBnzFsWmRPolvD2kdap+uv39pdDmZ++alN52oEnOC2RXCIL6Ko0UHMiYV+7DM/rDnTid4zr1Yqoibh8T4SH6o7t+f2dGQqCkMdBZwZnxPz66Rh2jMJ07HnJ/VIhVEzAgQD4goyzfM0H7vXsNjJNN/9N8/ghtCAgHK8rIrV8F+uD+8/fcQoEZSIIBaB9+InfDhfzoayrJhb8fY7AAD//58irQ8=,BRU,Brussel,BEL,2023-06-07,06:05,ALC,Alicante,ESP,2023-06-07,08:50,109.99,109.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1101,eJyMkl+L2kAUxb+KXF/v7N7JXzNvk+iGaoglKm4RkYyZlHStWRItLOJ89jKr0PWtr+f8OPfkZC5QgoB8McPJqsBljBwJCb+vcJ5P1vIHyizDU9e897u+POge15MY/cAHBAViswGZFyizBB1yXEYBo3BJgXBJED1okeCfmj3BieMLR8TpeJ0iwnaLsAexuYBq27fm+DM5lH0PAl44IBz7t6e9Feb1Qnd/mr0GAdPx3anLTsdl3/RJW92MdfrFWujDYaY/QACZ6dgMzKtrLGIcn5MxZLgxr3f+V3vujvrjhtvuFFA4WMa270DmhcySR/Jf+DI2ljIDY2ReGAqeKXy2EYPPMYzMkgfRrmHMPa1T1ddv7c4HnZ9/K93ZGj4nuG4RLMJFGNbKH3FigTfymBdUnKlI7ZlTlWVIdcRH+1C8l92pOTXtkZVhEKjQ50x7nJhXRTVTjo6YGjleVLllENYuIGgQF4hlmsp0Yl/DfBfLdPctT+CKUIOAYrJYZcvh/1wf3n66yygSFAl/JHznyfO9Yb6YDWVeMLvi9W8AAAD//2NgrN4=,ANR,Antwerpen,BEL,2023-06-07,06:30,ALC,Alicante,ESP,2023-06-07,09:10,159.99,159.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1113,eJyMkl+L2kAUxb+KXF/v7N7JXzNvmZCNxaAlGtwiIhkzKelasyRaWMT57GWq0PVtX8/5ce7JyVygAgHz5QzTssCVRI6EhN9LXMzTdfwD4zzHU9++D7uhOugB16lEP/ABQYHYbEAWJcZ5gg45LqOAUbiiQLgkiB60SHDfavYE5y6+cEScpusMEbZbhD2IzQVU1721x5/JoRoGEPDCAeE4vD3trbBolrr/0+41CJimd6epei2roR2Srr4Z6+yTtdSHw0x/gAAy09SMzKtrLGIcn5MxZLgxr3f+V3fuj/rjhtvuFFA4WknbdySLMs6TR/J/+EoaS5mRMbIoDQXPFD7biNG/MUycJw+iXcOYe1qv6s/f2p8Pen7+rXRva/ic4LpFsIgjwrBR/oQTC7yJx7yg5kxFas+cuqpCaiI+2YfivepP7antjqwKg0CFPmfa48S8OmqYcnTE1MTxotqtgrBxAUGDuICMsyzOUvsaFjsZZ7tv8wSuCA0IKNJlma/GX7k+vv10l1EkKBL+RPjOkxfx8Xw5G8uiZHbF698AAAD//53NrQ4=,BRU,Brussel,BEL,2023-06-07,06:30,ALC,Alicante,ESP,2023-06-07,09:15,104.99,104.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,eJyMkt+K4kwUxF9FjrenZ07HdP70XTpo/DDoRzQ4i4ikTWfJjqtDoguD2M++9CrseLe3VT/qVCp9hQokzJczHJcFrhRyJCT8v8TFfLxOvmGS53ju2o9+11cH0+N6rFAEAhA0yM0GVFFikqfokTdiFDCKVhRIEpLoSYukIKe5E5xznHBEnE7WGSJstwh7kJsr6NPpvT1+Tw9V34OECQeEY//+snfColma7le7NyBhOnk4TdUZVfVtn57qu7HOvlhLczjMzCdIIDud2IF9G1mHWE9wspYst/btwf84Xbqj+bzjrjsFFA1WyvUdqKJM8vSZ/Bu+UtZRdmCtKkpLwStFry5i8GcMm+Tpk+jWsPaR1un667d2l4OZX35q07kaghPctggOETIMGy0iTizwI5/5Qc2ZjvWeeXVVhdTEPNqH8qPqzu25PR1ZFQaBDgVnxufE/DpumPZMzHTk+XE9qoKwGQGCAXkFlWRZko3da1jsVJLt/puncENoQEIxXpb5avgv14f3nz5iFEuKpYik8F78mA/ny9lQFSVzK95+BwAA//+nnq0V,BRU,Brussel,BEL,2023-06-08,06:05,ALC,Alicante,ESP,2023-06-08,08:50,109.99,109.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,eJyMkl9v2jAUxb8Kurxet9chf/0WRzRaicjUBNEJIWQTZ8rKoEpgUoXwZ59ckFbe9nruT+eee+wzKBAwr2Y4XbxgLZEjIeH3BZbz6TL9gWlR4LHv3ofNoHZmwOVUYhAGgKBBrFZQVjWmRYYeeRNGIaO4pkgQCaI7LRHBp+ZW8IjjE0fEZ7nMEWG9RtiCWJ1BHw5v3f5ntlPDAAKeOCDsh7eHrRPKtjL9n25rQMCzvE1a1Ruphm7IDs11sMy/jCqz283MBwgg+yztyL5OrEOsF3Cyliy39vXG/zqc+r35uOIuO4UUj2rp8o7Kqk6L7J78Z15L6yg7srasakvhI8WPzmL0WYZNi+xOdG1Ye3PrdfP11v60M/PTb216FyPgBJc1gkN8EUWtDmJOLPRjn/lhw5lO9JZ5jVIRtQmPt5F4V/2xO3aHPVNRGOoo4Mz4nJjfJC3TnkmYjj0/aSYqjNoJIBgQZ5Bpnqf51P2GciPTfPNtnsEFoQUBL9NqUdTj/9k+vj76hFEi3JmxCLwHPxnPq9m4rGrmSrz8DQAA//84KK0Z,OST,Brugge-Oostende,BEL,2023-06-08,07:00,ALC,Alicante,ESP,2023-06-08,09:50,149.99,149.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,eJyMkl9r4kAUxb+KXF/vtHfyP/M2iTaIIS5RsYuIZMxkydbVkuhCEeezL1OFrW99PefHuScnc4EKBBTzKY6XJS4S5EhI+GOJs2K8kj9R5jmeuva93/bVXve4GifoBz4gKBDrNciiRJmn6JDjMgoYRQvuC5cE0YMWCf6p2ROcXHzhiDgZrTJE2GwQdiDWF1DH41t7+JXuq74HAS8cEA7929POCrNmrru/7U6DgMno7jRVp5Oqb/v0WN+MVfbFmuv9fqo/QACZycgMzKtrLGIcn5MxZLgxr3f+9/HcHfTHDbfdKaBosEhs34EsSpmnj+T/8EViLGUGxsiiNBQ8U/RsIwafYxiZpw+iXcOYe1qn6q/f2p33ujj/UbqzNXxOcN0gWIREGDbKjzixwIs85gU1ZypWO+bUVRVSE/NoF4r3qju1p/Z4YFUYBCr0OdMeJ+bVccOUo2OmIseLa7cKwsYFBA3iAonMMpmN7WuYbROZbSdFCleEBgSU4/kyXwy/c314++kuo1hQLPxI+M6T53vDYj4dyqJkdsXrvwAAAP//atSs4w==,ANR,Antwerpen,BEL,2023-06-08,15:30,ALC,Alicante,ESP,2023-06-08,18:10,129.99,129.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,eJyMklGL4jAUhf+KXF9vZm5qm7Z5a0sniEWXUXEWEUlsunTH1aHVhUHMb1+yCju+7es5H+eenuYCGiRM5xMsl6+4yJEjIeG3Jc6m5Sr7jllV4alrP/ptr/e2x1WZYyQiQDAg12uolMKsKjCgYMRIMEoXJCSRJHrQEhlGXvMnuOD4whFxXK4UImw2CDuQ6wuY4/G9Pfwo9rrvQcILB4RD//6088Ksmdvud7uzIGFc3p1GdzbXfdsXx/pmrNQXa273+4n9BAnkxqUbuLeR84gLIk7OkePOvd35n8dzd7CfN9x3J0HpYJH7voNKqawqHsl/4YvcecoNnKuUciSeKX32EYO/Y7isKh5Ev4Zz97TO1F+/tTvv7fT8y9jO14g4wXWD4BGScdyYKOHERJiELBQ1ZyY1OxbUWsfUpDzZxfJDd6f21B4PTMdCmDjizIacWFinDTOBTZlJgjCtR1rEzQgQLMgL5JlSmSr9a5ht80xtx9MCrggNSHgt58tqMfyf68PbTx8xSiWlMkpkFDxFfDidT4aVUsyPeP0TAAD//8vIrK4=,LGG,Luik,BEL,2023-06-09,06:00,ALC,Alicante,ESP,2023-06-09,08:45,134.99,134.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,eJyMkl+L2kAUxb+KXF/v7N6J+TfzlgnZWAxaosEtIpKYSUnXmiXRwiLOZy9Tha5v+3rOj3NPTuYCJUiYL2eYFDmuFHIkJPxe4GKerKMfGGUZnvr2fdgN5UEPuE4Uer4HCBXIzQZUXmCUxeiQM2HkMxIr8iV5kuhBC6VHVrMnOOf4whFxmqxTRNhuEfYgNxeouu6tPf6MD+UwgIQXDgjH4e1pb4VFs9T9n3avQcI0uTtN2WtVDu0Qd/XNWKefrKU+HGb6AySQmSZmZF4nxiLG8TgZQ4Yb83rnf3Xn/qg/brjtTj6J0UrZviOVF1EWP5L/w1fKWMqMjFF5Ych/JvFsI0b/xjBRFj+Idg1j7ml9VX/+1v580PPz70r3tobHCa5bBItwGQRN5YWcmO+GLnP9mrNKVHvm1GUZUCN4uA/ke9mf2lPbHVkZ+H4VeJxplxNza9GwytGCVaHjinpS+kEzAQQN8gIqStMoTexrWOxUlO6+zWO4IjQgIU+WRbYaf+X6+PbTJ4yEJCG9UHrOkyv4eL6cjVVeMLvi9W8AAAD//6PBrRE=,BRU,Brussel,BEL,2023-06-09,06:05,ALC,Alicante,ESP,2023-06-09,08:50,104.99,104.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,eJyMkt+K4kwQxV9FytvqmeqYP3bfJcEJYjAfk4jzISLdprNkxzVDoguD2M++9CjseLe3p36cOnW6L6BAwrJc4Gz1ilWCHAkJ/1thsZyt4/8xznM89e3HsBvUwQy4niUYhAEgaJCbDRRlhXGeokfehFHISFQUSSJJ9KAJGXxpbgWPOL5wRJwn6wwRtluEPcjNBXTXvbfHH+lBDQNIeOGAcBzen/ZOKJrS9L/bvQEJ8+Q+aVRvEjW0Q9rVt8E6+zYqzeGwMJ8ggew8sSP7NrEOsV7AyVqy3Nq3O/+zO/dH83nDXXYKSYyqxOUdFWUV5+kj+de8Sqyj7Mjaoqwshc8knp3F6KsMG+fpg+jasPbu1uv6+639+WCW51/a9C5GwAmuWwSHcBlFjQ6mnFjoT33mhzVnWug982qlImoEn+4j+aH6U3tquyNTURjqKODM+JyYX4uGac8IpqeeL+qJCqNmAggG5AWSOMvibOZ+Q7FL4mw3X6ZwRWhAwuusXOXV+F+2j2+PPmEkpDtzKgPvyRfjZbkYF2XFXInXPwEAAP//NROtFg==,OST,Brugge-Oostende,BEL,2023-06-09,07:00,ALC,Alicante,ESP,2023-06-09,09:50,119.99,119.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1187,eJyMkl9r4kAUxb+KXF/vtHdi/s5bktqwGszSROwiIjNmsmTrmpLoQhHnsy9Tha1v+3rOj3NPTuYMEgQsyjlOly9YJciRkPD7EovFdBX/wDjP8di378N2kHs94GqaoOd7gKBArNdQlBXGeYoOORNGPuNUkS+IBNGdFgrvU7MneBjgM0fE2dMqQ4TNBmEHYn0G1XVv7eFnupfDAAKeOSAchreHnRWKptT9n3anQcDs6eY0steJHNoh7eqrscq+WKXe7+f6AwSQmT2ZkXmdGIsYx+NkDBluzOuN/9Wd+oP+uOK2O/mcRlVi+46Ksorz9J78F14lxlJmZExRVob8R06PNmL0OYaJ8/ROtGsYc0vrVf31W/vTXi9Ov5XubQ2PE1w2CBbxRBA0ygs5Md8NXeb6NWcqUjvm1FIG1EQ83AXiXfbH9th2ByYD31eBx5l2OTG3jhqmHB0xFTpuVE+kHzQTQNAgzpDEWRZnU/saim0SZ9tvixQuCA0IeJmWy7wa/8/18fWnTxhFgiLhhcJzHtxovCjn46KsmB3x8jcAAP//LQKtEg==,OST,Brugge-Oostende,BEL,2023-06-10,06:00,ALC,Alicante,ESP,2023-06-10,08:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,eJyMkl+L2kAUxb+KXF/v7N6J+TtvmeCGatASDW4RkRkzKelaXRItLOJ89jJV6Pq2r+f8OPfkZC6gQMBsMcVxVeJSIkdCwu8VzmfjVfoD06LAU9e+99te7U2Pq7HEIAwAQYNYr0GWFaZFhh55I0Yh47SkUBAJogctFn7gNHeCc44vHBEncpUjwmaDsAOxvoA+Ht/aw89sr/oeBLxwQDj0b087J8ybhen+tDsDAiby7jSqM1L1bZ8d65uxyj9ZC7PfT80HCCA7kXZgX0fWIdYLOFlLllv7eud/Hc/dwXzccNedQk6DpXR9B7Ks0iJ7JP+HL6V1lB1YK8vKUvjM6dlFDP6NYdMiexDdGtbe0zpdf/7W7rw3s/NvbTpXI+AE1w2CQyIRRY0OYk4s9GOf+WHNmU70jnm1UhE1CY93kXhX3ak9tccDU1EY6ijgzPicmF8nDdOeSZiOPT+pRyqMmhEgGBAXkGmep/nYvYb5Vqb59tssgytCAwLK8aIqlsOvXB/efvqIUSIoEUEsAu/JT/hwtpgOZVkxt+L1bwAAAP//Xr6s6A==,BRU,Brussel,BEL,2023-06-10,06:00,ALC,Alicante,ESP,2023-06-10,08:45,149.99,149.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,eJyMkt+K4kwUxF9FjrenZ07H/O27JDpBDOZjEnE+RKTbdJbsuGZIdGEQ+9mXHoUd7/a26kedSqUvIEHAslzgbPWKVYIcCQn/W2GxnK3j/zHOczz17cewG+RBD7ieJej5HiAoEJsNFGWFcZ6iQ86Ekc84r8gXRILoQQuF96XZEzzg+MIRcT5dZ4iw3SLsQWwuoLruvT3+SA9yGEDACweE4/D+tLdC0ZS6/93uNQiYT+9OI3udyKEd0q6+Gevsm1Xqw2GhP0EAmfnUjMzbxFjEOB4nY8hwY97u/M/u3B/15w233cnnfFQltu+oKKs4Tx/Jv+FVYixlRsYUZWXIf+b82UaMvsYwcZ4+iHYNY+5pvaq/f2t/Pujl+ZfSva3hcYLrFsEijgiCRnkhJ+a7octcv+ZMRWrPnFrKgJqIh/tAfMj+1J7a7shk4Psq8DjTLifm1lHDlKMjpkLHjeqJ9INmAggaxAWSOMvibGZfQ7FL4mw3X6ZwRWhAwOusXOXV+F+uj28/fcIoEhQJLxSe8+RG42W5GBdlxeyI1z8BAAD//wqprPo=,OST,Brugge-Oostende,BEL,2023-06-11,06:00,ALC,Alicante,ESP,2023-06-11,08:50,129.99,129.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,eJyMklGPmkAUhf+Kub7e2Z2LMMC8MaxLjEQblLiNMYaRoaFrdQPaZGOc395MNen61tdzvpx7OMwFKpAwW0xxXBa4VEjIkeO3Euez8Sr5jkme46lrP/ptX+1Nj6uxwkAEgKBBrtegihKTPEWPeyPGBSNaciGJS84ftEgGgdPcCSLCV0LEycsqQ4TNBmEHcn0BfTy+t4cf6b7qe5DwSoBw6N+fdk6YNwvT/W53BiRMXu5OU3VGVX3bp8f6ZqyyL9bC7PdT8wkSuJ282IF9G1mHWC8gbi23ZO3bnf95PHcH83nDXXcuiAZL5foOVFEmefpI/gtfKusoO7BWFaXl4pno2UUM/o5hkzx9EN0a1t7TOl1//dbuvDez8y9tOlcjIA7XDYJDhAzDRgcRcSb8yGe+qInpWO+YV1dVyJuYol0oP6ru1J7a44FVoRA6DIgZnzjz67hh2jMx05Hnx/WoEmEzAgQD8gIqybIkG7vXMN+qJNtOZilcERqQUIwXZb4c/s/14e2njxiPJY9lEMnAe/JjGs4W06EqSuZWvP4JAAD//3RFrPU=,BRU,Brussel,BEL,2023-06-11,06:10,ALC,Alicante,ESP,2023-06-11,08:55,129.99,129.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,eJyMkV+L4jAUxb+KXF9vZpK26Z+8pdUpiyUuVXEWEWlsunTHtUOrC4OYz75kFHZ829dzfpx7cnKBCgSoxQynqxKXKTKkSPH7CudqupY/UBYFnvr2fdgN1cEMuJ6myEMOCBrEZgNSlSiLDD3q+YSGhLEl44JzQemDFgv/U3MnGPXxhSGimqxzRNhuEfYgNhfQXffWHn9mh2oYQMALA4Tj8Pa0d8K8WZj+T7s3rvHk7jRVb9JqaIesq2/GOv9iLczhMDMfIIBaNbEj++pbh1iPM2ottcza1zv/qzv3R/Nxw113GjI2Wqau70iqUhbZI/kvfJlaR9mRtVKVlobPjD27iNHnGFYW2YPo1rD2ntbr+utb+/PBqPNvbXpXgzMK1y2CQ3wRRY3mMaMkDOKABGHNiE70nnh1VUW0SVi8j8R71Z/aU9sdSRWFoY44IyZglAR10hDtmYTo2AuS2q/CqPEBwYC4QCrzXOZTN+F8l8p8901lcEVoQEA5XayK5fh/ro9vn+4TmgiaCB4L7j0FPBirxWwsVUncite/AQAA//+Uvqz9,ANR,Antwerpen,BEL,2023-06-11,15:55,ALC,Alicante,ESP,2023-06-11,18:35,279.99,279.99,Direct,02:40,,TB,TUI fly,4,False,0.0,0.0,,,False
1161,eJyMklGL4j4Uxb+KXF9vZm5qm7Z5a4sT/lr0z6g4i4gkNl2649qh1YVBzGdfsgo7vu3rOT/OPT3NBTRImC2mOF694jJHjoSE/69wPhuvs2+YlSWeuuaj3/X6YHtcj3OMRAQIBuRmA6VSmJUFBhSMGAnGgyUJSSSJHrREhpHX/AkuOL5wRJzka4UI2y3CHuTmAqZt35vj9+Kg+x4kvHBAOPbvT3svzOuF7X41ewsSJvndqXVnc903fdFWN2OtvlgLezhM7SdIIDfJ3cC9jZxHXBBxco4cd+7tzv9oz93Rft5w350EDwbL3PcdlEplZfFI/g1f5s5TbuBcqZQj8cyDZx8x+DOGy8riQfRrOHdP60z19Vu788HOzj+N7XyNiBNctwge4TKOaxMlnJgIk5CFouLMpGbPgkrrmOqUJ/tYfuju1Jya9sh0LISJI85syImFVVozE9iUmSQI02qkRVyPAMGCvECeKZWpsX8N812eqd1/swKuCDVIeB0vVuVy+C/Xh7efPmKUSkpllMgoeIr4cLaYDkulmB/x+jsAAP//jcmshw==,LGG,Luik,BEL,2023-06-12,06:00,ALC,Alicante,ESP,2023-06-12,08:45,149.99,149.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
