flightKey,flightNumber,scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
TB 1111_2023-05-01,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-01,06:05,ALC,Alicante,ESP,2023-05-01,08:50,189.99,189.99,Direct,02:45,,TB,TUI fly,8,True,0.0,0.0,,,False
TB 1171_2023-05-02,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-02,06:00,ALC,Alicante,ESP,2023-05-02,08:50,194.99,194.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-02,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-02,06:15,ALC,Alicante,ESP,2023-05-02,09:00,154.99,154.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1417_2023-04-27,TB 1417,2023-03-30,BRU,Brussel,BEL,2023-04-27,06:20,IBZ,Palma de Mallorca,ESP,2023-04-27,08:55,399.99,399.99,Stop Over,04:10,,TB,TUI fly,2,False,0.0,0.0,,,False
TB 1321_2023-04-28,TB 1321,2023-03-30,ANR,Antwerpen,BEL,2023-04-28,06:35,IBZ,Ibiza,ESP,2023-04-28,09:15,329.99,329.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1451_2023-04-28,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-28,15:30,IBZ,Palma de Mallorca,ESP,2023-04-28,18:05,259.99,259.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1331_2023-04-29,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-04-29,16:00,IBZ,Ibiza,ESP,2023-04-29,18:45,204.99,204.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1371_2023-04-30,TB 1371,2023-03-30,BRU,Brussel,BEL,2023-04-30,17:15,IBZ,Menorca,ESP,2023-04-30,19:45,134.99,134.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1321_2023-05-01,TB 1321,2023-03-30,ANR,Antwerpen,BEL,2023-05-01,08:40,IBZ,Ibiza,ESP,2023-05-01,11:20,269.99,269.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1341_2023-05-01,TB 1341,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-01,16:30,IBZ,Ibiza,ESP,2023-05-01,19:15,104.99,104.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-04-26,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-04-26,06:05,AGP,Malaga,ESP,2023-04-26,09:10,169.99,169.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-04-26,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-26,06:30,AGP,Malaga,ESP,2023-04-26,09:40,189.99,189.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1021_2023-04-27,TB 1021,2023-03-30,BRU,Brussel,BEL,2023-04-27,06:05,AGP,Malaga,ESP,2023-04-27,09:10,279.99,279.99,Direct,03:05,,TB,TUI fly,2,False,0.0,0.0,,,False
TB 1071_2023-04-27,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-27,06:25,AGP,Malaga,ESP,2023-04-27,09:35,239.99,239.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-04-28,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-04-28,06:00,AGP,Malaga,ESP,2023-04-28,09:05,249.99,249.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-04-28,TB 1161,2023-03-30,LGG,Luik,BEL,2023-04-28,06:00,AGP,Alicante,ESP,2023-04-28,08:45,234.99,234.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-04-28,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-04-28,14:50,AGP,Malaga,ESP,2023-04-28,17:55,309.99,309.99,Direct,03:05,,TB,TUI fly,8,False,0.0,0.0,,,False
TB 1071_2023-04-28,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-28,17:10,AGP,Malaga,ESP,2023-04-28,20:20,229.99,229.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-04-29,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-29,06:50,AGP,Malaga,ESP,2023-04-29,10:00,229.99,229.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1003_2023-04-29,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-04-29,13:35,AGP,Malaga,ESP,2023-04-29,16:40,329.99,329.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-04-30,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-04-30,06:20,AGP,Malaga,ESP,2023-04-30,09:25,224.99,224.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-04-30,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-04-30,08:30,AGP,Malaga,ESP,2023-04-30,11:35,309.99,309.99,Direct,03:05,,TB,TUI fly,8,False,0.0,0.0,,,False
TB 1071_2023-04-30,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-30,14:30,AGP,Malaga,ESP,2023-04-30,17:40,189.99,189.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-05-01,TB 1161,2023-03-30,LGG,Luik,BEL,2023-05-01,06:00,AGP,Alicante,ESP,2023-05-01,08:45,254.99,254.99,Stop Over,04:50,,TB,TUI fly,8,False,0.0,0.0,,,False
TB 1011_2023-05-01,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-01,06:05,AGP,Malaga,ESP,2023-05-01,09:10,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-05-01,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-05-01,15:20,AGP,Malaga,ESP,2023-05-01,18:25,279.99,279.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-05-01,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-01,16:45,AGP,Malaga,ESP,2023-05-01,19:55,164.99,164.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-05-02,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-02,06:15,AGP,Malaga,ESP,2023-05-02,09:20,164.99,164.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1003_2023-05-02,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-05-02,14:15,AGP,Malaga,ESP,2023-05-02,17:20,224.99,224.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-04-26,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-04-26,06:00,PMI,Palma de Mallorca,ESP,2023-04-26,08:35,199.99,199.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1417_2023-04-27,TB 1417,2023-03-30,BRU,Brussel,BEL,2023-04-27,06:20,PMI,Palma de Mallorca,ESP,2023-04-27,08:55,399.99,399.99,Direct,02:35,,TB,TUI fly,1,False,0.0,0.0,,,False
TB 1411_2023-04-28,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-04-28,06:20,PMI,Palma de Mallorca,ESP,2023-04-28,08:55,279.99,279.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1451_2023-04-28,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-28,15:30,PMI,Palma de Mallorca,ESP,2023-04-28,18:05,239.99,239.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-04-29,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-04-29,06:15,PMI,Palma de Mallorca,ESP,2023-04-29,08:50,269.99,269.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1431_2023-04-30,TB 1431,2023-03-30,LGG,Luik,BEL,2023-04-30,06:00,PMI,Palma de Mallorca,ESP,2023-04-30,08:30,129.99,129.99,Direct,02:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-04-30,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-04-30,06:15,PMI,Palma de Mallorca,ESP,2023-04-30,08:50,259.99,259.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1441_2023-04-30,TB 1441,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-30,07:00,PMI,Palma de Mallorca,ESP,2023-04-30,09:35,229.99,229.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-05-01,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-05-01,06:15,PMI,Palma de Mallorca,ESP,2023-05-01,08:50,359.99,359.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1413_2023-05-02,TB 1413,2023-03-30,BRU,Brussel,BEL,2023-05-02,15:30,PMI,Palma de Mallorca,ESP,2023-05-02,18:05,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1791_2023-04-26,TB 1791,2023-03-30,LGG,Luik,BEL,2023-04-26,12:30,TFS,Tenerife,ESP,2023-04-26,16:30,229.99,229.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1811_2023-04-26,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-26,13:10,TFS,Tenerife,ESP,2023-04-26,17:10,239.99,239.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1751_2023-04-26,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-04-26,14:05,TFS,Tenerife,ESP,2023-04-26,18:05,219.99,219.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1753_2023-04-27,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-04-27,13:00,TFS,Tenerife,ESP,2023-04-27,17:00,229.99,229.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1801_2023-04-27,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-27,13:50,TFS,Tenerife,ESP,2023-04-27,17:50,149.99,149.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1753_2023-04-28,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-04-28,13:35,TFS,Tenerife,ESP,2023-04-28,17:35,389.99,389.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1751_2023-04-29,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-04-29,06:05,TFS,Tenerife,ESP,2023-04-29,10:05,499.99,499.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1791_2023-04-29,TB 1791,2023-03-30,LGG,Luik,BEL,2023-04-29,14:55,TFS,Tenerife,ESP,2023-04-29,18:55,479.99,479.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1811_2023-04-30,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-04-30,13:00,TFS,Tenerife,ESP,2023-04-30,17:00,409.99,409.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1753_2023-04-30,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-04-30,14:30,TFS,Tenerife,ESP,2023-04-30,18:30,429.99,429.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1801_2023-05-01,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-01,06:00,TFS,Tenerife,ESP,2023-05-01,10:00,224.99,224.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-05-01,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-05-01,06:10,TFS,Tenerife,ESP,2023-05-01,10:10,519.99,519.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-05-02,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-05-02,06:05,TFS,Tenerife,ESP,2023-05-02,10:05,399.99,399.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2433_2023-05-05,TB 2433,2023-03-30,BRU,Brussel,BEL,2023-05-05,14:35,CFU,Zakynthos,GRC,2023-05-05,19:05,289.99,289.99,Stop Over,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2191_2023-05-07,TB 2191,2023-03-30,BRU,Brussel,BEL,2023-05-07,06:40,CFU,Corfu,GRC,2023-05-07,10:45,319.99,319.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2197_2023-05-09,TB 2197,2023-03-30,BRU,Brussel,BEL,2023-05-09,06:00,CFU,Corfu,GRC,2023-05-09,10:05,164.99,164.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-05-03,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-05-03,06:10,HER,Kreta-Heraklion,GRC,2023-05-03,11:00,329.99,329.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-05-04,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-05-04,06:15,HER,Kreta-Heraklion,GRC,2023-05-04,11:10,289.99,289.99,Direct,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-05-05,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:20,HER,Kreta-Heraklion,GRC,2023-05-05,11:10,379.99,379.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2281_2023-05-05,TB 2281,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-05,06:30,HER,Kreta-Heraklion,GRC,2023-05-05,11:30,224.99,224.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2283_2023-05-07,TB 2283,2023-03-30,BRU,Brussel,BEL,2023-05-07,06:20,HER,Kreta-Heraklion,GRC,2023-05-07,11:10,379.99,379.99,Direct,03:50,,TB,TUI fly,9,False,0.0,0.0,,,False
TB 2365_2023-05-07,TB 2365,2023-03-30,LGG,Luik,BEL,2023-05-07,12:45,HER,Rhodos,GRC,2023-05-07,17:35,259.99,259.99,Stop Over,05:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2251_2023-05-08,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-05-08,06:15,HER,Kreta-Heraklion,GRC,2023-05-08,11:05,299.99,299.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-05-05,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:00,RHO,Rhodos,GRC,2023-05-05,11:00,489.99,489.99,Direct,04:00,,TB,TUI fly,6,False,0.0,0.0,,,False
TB 2341_2023-05-06,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-05-06,14:15,RHO,Rhodos,GRC,2023-05-06,19:15,339.99,339.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2371_2023-05-06,TB 2371,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-06,14:30,RHO,Rhodos,GRC,2023-05-06,19:40,259.99,259.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2365_2023-05-07,TB 2365,2023-03-30,LGG,Luik,BEL,2023-05-07,12:45,RHO,Rhodos,GRC,2023-05-07,17:35,289.99,289.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-05-07,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-05-07,14:15,RHO,Rhodos,GRC,2023-05-07,19:15,269.99,269.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2341_2023-05-09,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-05-09,06:00,RHO,Rhodos,GRC,2023-05-09,11:00,279.99,279.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-05-05,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:00,NAP,Napels,ITA,2023-05-05,08:35,179.99,179.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-05-05,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:00,PMO,Napels,ITA,2023-05-05,08:35,214.99,214.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1315_2023-05-04,TB 1315,2023-03-30,BRU,Brussel,BEL,2023-05-04,06:20,FAO,Jerez,PRT,2023-05-04,09:25,229.99,229.99,Stop Over,04:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1315_2023-05-07,TB 1315,2023-03-30,BRU,Brussel,BEL,2023-05-07,14:50,FAO,Jerez,PRT,2023-05-07,17:55,229.99,229.99,Stop Over,04:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1171_2023-05-03,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-03,06:00,ALC,Alicante,ESP,2023-05-03,08:50,149.99,149.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-03,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-03,06:05,ALC,Alicante,ESP,2023-05-03,08:50,164.99,164.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1101_2023-05-03,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-05-03,06:30,ALC,Alicante,ESP,2023-05-03,09:10,219.99,219.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1113_2023-05-03,TB 1113,2023-03-30,BRU,Brussel,BEL,2023-05-03,06:30,ALC,Alicante,ESP,2023-05-03,09:15,139.99,139.99,Direct,02:45,,TB,TUI fly,11,True,0.0,0.0,,,False
TB 1111_2023-05-04,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-04,06:05,ALC,Alicante,ESP,2023-05-04,08:50,139.99,139.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1171_2023-05-04,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-04,07:00,ALC,Alicante,ESP,2023-05-04,09:50,134.99,134.99,Direct,02:50,,TB,TUI fly,8,True,0.0,0.0,,,False
TB 1103_2023-05-04,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-05-04,15:30,ALC,Alicante,ESP,2023-05-04,18:10,209.99,209.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-05-05,TB 1161,2023-03-30,LGG,Luik,BEL,2023-05-05,06:00,ALC,Alicante,ESP,2023-05-05,08:45,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-05,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:05,ALC,Alicante,ESP,2023-05-05,08:50,149.99,149.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-05-05,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-05,07:00,ALC,Alicante,ESP,2023-05-05,09:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1187_2023-05-06,TB 1187,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-06,06:00,ALC,Alicante,ESP,2023-05-06,08:50,264.99,264.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-06,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-06,06:00,ALC,Alicante,ESP,2023-05-06,08:45,174.99,174.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1115_2023-05-06,TB 1115,2023-03-30,BRU,Brussel,BEL,2023-05-06,16:50,ALC,Alicante,ESP,2023-05-06,19:35,164.99,164.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-05-07,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-07,06:00,ALC,Alicante,ESP,2023-05-07,08:50,164.99,164.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1111_2023-05-07,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-07,06:10,ALC,Alicante,ESP,2023-05-07,08:55,164.99,164.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1103_2023-05-07,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-05-07,15:55,ALC,Alicante,ESP,2023-05-07,18:35,219.99,219.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-05-08,TB 1161,2023-03-30,LGG,Luik,BEL,2023-05-08,06:00,ALC,Alicante,ESP,2023-05-08,08:45,159.99,159.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-08,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-08,06:05,ALC,Alicante,ESP,2023-05-08,08:50,134.99,134.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-05-09,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-09,06:00,ALC,Alicante,ESP,2023-05-09,08:50,169.99,169.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-05-09,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-05-09,06:15,ALC,Alicante,ESP,2023-05-09,09:00,139.99,139.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1101_2023-05-09,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-05-09,07:30,ALC,Alicante,ESP,2023-05-09,10:10,289.99,289.99,Direct,02:40,,TB,TUI fly,1,False,0.0,0.0,,,False
TB 1331_2023-05-04,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-05-04,06:05,IBZ,Ibiza,ESP,2023-05-04,08:50,134.99,134.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1321_2023-05-05,TB 1321,2023-03-30,ANR,Antwerpen,BEL,2023-05-05,06:35,IBZ,Ibiza,ESP,2023-05-05,09:15,249.99,249.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1451_2023-05-05,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-05,15:30,IBZ,Palma de Mallorca,ESP,2023-05-05,18:05,139.99,139.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1331_2023-05-06,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-05-06,16:00,IBZ,Ibiza,ESP,2023-05-06,18:45,149.99,149.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1371_2023-05-07,TB 1371,2023-03-30,BRU,Brussel,BEL,2023-05-07,17:15,IBZ,Menorca,ESP,2023-05-07,19:45,119.99,119.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1321_2023-05-08,TB 1321,2023-03-30,ANR,Antwerpen,BEL,2023-05-08,08:40,IBZ,Ibiza,ESP,2023-05-08,11:20,114.99,114.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1341_2023-05-08,TB 1341,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-08,16:30,IBZ,Ibiza,ESP,2023-05-08,19:15,109.99,109.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-05-03,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-03,06:05,AGP,Malaga,ESP,2023-05-03,09:10,149.99,149.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-05-03,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-03,06:30,AGP,Malaga,ESP,2023-05-03,09:40,169.99,169.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-05-04,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-04,06:25,AGP,Malaga,ESP,2023-05-04,09:35,279.99,279.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-05-04,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-05-04,08:05,AGP,Malaga,ESP,2023-05-04,11:10,319.99,319.99,Direct,03:05,,TB,TUI fly,1,False,0.0,0.0,,,False
TB 1013_2023-05-04,TB 1013,2023-03-30,BRU,Brussel,BEL,2023-05-04,15:55,AGP,Malaga,ESP,2023-05-04,19:00,149.99,149.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-05-05,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-05,06:00,AGP,Malaga,ESP,2023-05-05,09:05,159.99,159.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-05-05,TB 1161,2023-03-30,LGG,Luik,BEL,2023-05-05,06:00,AGP,Alicante,ESP,2023-05-05,08:45,204.99,204.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-05-05,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-05-05,14:50,AGP,Malaga,ESP,2023-05-05,17:55,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-05-05,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-05,17:10,AGP,Malaga,ESP,2023-05-05,20:20,169.99,169.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-05-06,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-06,06:00,AGP,Malaga,ESP,2023-05-06,09:05,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-05-06,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-06,06:50,AGP,Malaga,ESP,2023-05-06,10:00,164.99,164.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1003_2023-05-06,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-05-06,13:35,AGP,Malaga,ESP,2023-05-06,16:40,209.99,209.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-05-07,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-05-07,06:20,AGP,Malaga,ESP,2023-05-07,09:25,174.99,174.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-05-07,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-05-07,08:30,AGP,Malaga,ESP,2023-05-07,11:35,184.99,184.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-05-07,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-07,14:30,AGP,Malaga,ESP,2023-05-07,17:40,169.99,169.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-05-08,TB 1161,2023-03-30,LGG,Luik,BEL,2023-05-08,06:00,AGP,Alicante,ESP,2023-05-08,08:45,174.99,174.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
