scrapeDate,flightKey,departAirport,arrivalAirport,marketingAirline,carrierName,departureDate,departureTime,arrivalDate,arrivalTime,flightNumber,totalPrice,baseFare,taxSurcharge
2023-03-29,HV 9003_2023-09-24,BRU,ALC,HV,Transavia,2023-09-24,17:25:00,2023-09-24,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-09-24,BRU,AGP,HV,Transavia,2023-09-24,15:20:00,2023-09-24,18:10:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9007_2023-09-25,BRU,FAO,HV,Transavia,2023-09-25,15:40:00,2023-09-25,17:35:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9121_2023-09-25,BRU,ALC,HV,Transavia,2023-09-25,07:30:00,2023-09-25,09:55:00,HV 9121,73.0,35.86,37.14
2023-03-29,HV 9009_2023-09-25,BRU,IBZ,HV,Transavia,2023-09-25,06:30:00,2023-09-25,08:55:00,HV 9009,100.0,62.86,37.14
2023-03-29,HV 9007_2023-09-26,BRU,FAO,HV,Transavia,2023-09-26,07:30:00,2023-09-26,09:25:00,HV 9007,49.0,11.86,37.14
2023-03-29,HV 9211_2023-09-26,BRU,HER,HV,Transavia,2023-09-26,07:15:00,2023-09-26,11:40:00,HV 9211,72.0,34.86,37.14
2023-03-29,HV 9003_2023-09-26,BRU,ALC,HV,Transavia,2023-09-26,17:25:00,2023-09-26,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-09-26,BRU,AGP,HV,Transavia,2023-09-26,15:25:00,2023-09-26,18:15:00,HV 9033,54.0,16.86,37.14
2023-03-29,HV 9003_2023-09-27,BRU,ALC,HV,Transavia,2023-09-27,16:05:00,2023-09-27,18:35:00,HV 9003,73.0,35.86,37.14
2023-03-29,HV 9009_2023-09-27,BRU,IBZ,HV,Transavia,2023-09-27,06:30:00,2023-09-27,08:55:00,HV 9009,114.0,76.86,37.14
2023-03-29,HV 9031_2023-09-27,BRU,AGP,HV,Transavia,2023-09-27,17:05:00,2023-09-27,19:55:00,HV 9031,61.0,23.86,37.14
2023-03-29,HV 9061_2023-09-27,BRU,TFS,HV,Transavia,2023-09-27,06:30:00,2023-09-27,10:00:00,HV 9061,185.0,147.86,37.14
2023-03-29,HV 9007_2023-09-28,BRU,FAO,HV,Transavia,2023-09-28,16:45:00,2023-09-28,18:40:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9003_2023-09-28,BRU,ALC,HV,Transavia,2023-09-28,06:50:00,2023-09-28,09:15:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9033_2023-09-28,BRU,AGP,HV,Transavia,2023-09-28,07:30:00,2023-09-28,10:20:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9007_2023-09-29,BRU,FAO,HV,Transavia,2023-09-29,07:15:00,2023-09-29,09:10:00,HV 9007,54.0,16.86,37.14
2023-03-29,HV 9009_2023-09-29,BRU,IBZ,HV,Transavia,2023-09-29,16:50:00,2023-09-29,19:15:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9033_2023-09-29,BRU,AGP,HV,Transavia,2023-09-29,16:15:00,2023-09-29,19:05:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9209_2023-09-30,BRU,HER,HV,Transavia,2023-09-30,06:35:00,2023-09-30,11:00:00,HV 9209,161.0,123.86,37.14
2023-03-29,HV 9003_2023-09-30,BRU,ALC,HV,Transavia,2023-09-30,16:20:00,2023-09-30,18:50:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9013_2023-09-30,BRU,IBZ,HV,Transavia,2023-09-30,17:40:00,2023-09-30,20:05:00,HV 9013,66.0,28.86,37.14
2023-03-29,HV 9061_2023-09-30,BRU,TFS,HV,Transavia,2023-09-30,06:30:00,2023-09-30,10:00:00,HV 9061,200.0,162.86,37.14
2023-03-29,HV 9007_2023-10-01,BRU,FAO,HV,Transavia,2023-10-01,07:25:00,2023-10-01,09:20:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9003_2023-10-01,BRU,ALC,HV,Transavia,2023-10-01,17:25:00,2023-10-01,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-10-01,BRU,AGP,HV,Transavia,2023-10-01,15:20:00,2023-10-01,18:10:00,HV 9033,109.0,71.86,37.14
